wAja wAja
maMxira maMxira
Aja Aja
BI BI
BakwoM Bakwa
kI kA
SraxXA SraxXA
kA kA
keMxra keMxra
hE hE
jahAz jahAz
prawivarRa prawivarRa
BAxrapakRa BAxrapakRa
suxI suxI
cawurWI cawurWI
ko ko
melA melA
lagawA laga
hE hE
. .
loga loga
pExala pExala
kile kilA
kI kA
parikramA parikramA
BI BI
karawe kara
hEM hE
. .
kile kilA
ke kA
eka eka
waraPa waraPa
aba aba
BI BI
kuCa kuCa
parivAra parivAra
rahawe raha
hEM hE
jinase jo
sWAna sWAna
KAlI KAlI
karAne karA
ke kA
sarakArI sarakArI
swara swara
para para
prayAsa prayAsa
kie kara
jA jA
rahe raha
hEM hE
. .
san san
1192 1192
meM meM
pqWvIrAja pqWvIrAja
cOhAna cOhAna
ke kA
powe powA
goviMxA goviMxA
ne ne
isa yaha
para para
rAja rAja
kiyA kara
WA WA
. .
bAxa bAxa
meM meM
usake vaha
bete betA
bAgaBatta bAgaBatta
ne ne
kile kilA
meM meM
base basa
Sahara Sahara
ko ko
KUbasUrawa KUbasUrawa
banAyA banA
. .
san san
1282 1282
meM meM
cOhAna cOhAna
vaMSIya vaMSIya
rAjA rAjA
hamIra hamIra
yahAz yahAz
sawwArUDZa sawwArUDZa
We WA
. .
san san
1290 1290
meM meM
jalAluxxIna jalAluxxIna
KilajI KilajI
ne ne
wIna wIna
bAra bAra
AkramaNa AkramaNa
kara kara
ise yaha
jIwane jIwa
kA kA
prayAsa prayAsa
kiyA kara
. .
bAxa bAxa
meM meM
eka eka
varRa varRa
waka waka
GerA GerA
dAlakara dAla
1301 1301
meM meM
ise yaha
jIwA jIwa
. .
hamIra hamIra
kI kA
mOwa mOwa
ke ke
bAxa bAxa
cOhAnoM cOhAna
kA kA
rAja rAja
Kawma Kawma
ho ho
gayA jA
. .
muslima muslima
vijewAoM vijewA
ne ne
kile kilA
kI kA
majabUwa majabUwa
xIvAra xIvAra
ko ko
naRtaBraRta naRtaBraRta
kara kara
xiyA xe
. .
mAlavA mAlavA
ke kA
SAsakoM SAsaka
ne ne
16vIM 16vAz
SawAbxI SawAbxI
meM meM
apanA apanA
rAja rAja
jamAyA jamA
. .
rANA rANA
sAMgA sAMgA
ne ne
yahAz yahAz
rahakara raha
apanI apanA
POja POja
ko ko
majabUwa majabUwa
kiyA kara
. .
rANA rANA
sAMgA sAMgA
ko ko
harAne harA
ke ke
lie lie
mugaloM mugala
ne ne
yahAz yahAz
kaI kaI
bAra bAra
AkramaNa AkramaNa
kiye kara
jinameM jo
kaI kaI
bAra bAra
rANA rANA
sAMgA sAMgA
GAyala GAyala
hue ho
. .
unakI vaha
parAjaya parAjaya
ke ke
bAxa bAxa
yaha yaha
kilA kilA
mugaloM mugala
ke ke
aXIna aXIna
ho ho
gayA jA
. .
raNaWamBOra raNaWamBOra
rARtrIya rARtrIya
vanya vanya
jIva jIva
uxyAna uxyAna
mugala mugala
SAsaka SAsaka
SAha SAha
Alama Alama
ne ne
1754 1754
meM meM
jayapura jayapura
ke kA
mahArAjA mahArAjA
savAI savAI
mAXosiMha mAXosiMha
praWama praWama
ko ko
yaha yaha
kilA kilA
puraskAra puraskAra
svarUpa svarUpa
xiyA xe
. .
waba waba
se se
ise yaha
mahArAjA mahArAjA
ke kA
SikAra SikAra
ke ke
lie lie
surakRiwa surakRiwa
raKA raKa
gayA jA
. .
mahArAjA mahArAjA
ne ne
hI hI
yahAz yahAz
paxama paxama
wAlAba wAlAba
, COMMA
rAjA rAjA
bAzXa bAzXa
Ora Ora
milaka milaka
wAlAba wAlAba
banavAe banavA
. .
paxama paxama
wAlAba wAlAba
ke ke
pAsa pAsa
Ora Ora
kile kilA
kI kA
walahatI walahatI
meM meM
jogI jogI
mahala mahala
banA bana
huA ho
hE hE
, COMMA
jo jo
aba aba
vana vana
viBAga viBAga
kA kA
resta resta
hAusa hAusa
hE hE
. .
yahAz yahAz
Ama Ama
paryataka paryataka
ko ko
praveSa praveSa
nahIM nahIM
milawA mila
. .
mahArAnI mahArAnI
elijZAbeWa elijZAbeWa
xviwIya xviwIya
Ora Ora
edenabarga edenabarga
ke kA
dyUka dyUka
ke ke
alAvA alAvA
pUrva pUrva
praXAnamaMwrI praXAnamaMwrI
rAjIva rAjIva
gAzXI gAzXI
BI BI
uxyAna uxyAna
meM meM
bAGa bAGa
xeKane xeKa
A A
cuke cuka
hEM hE
. .
raNaWamBOra raNaWamBOra
kilA kilA
jayapura jayapura
se se
karIba karIba
200 200
ki.mI. ki.mI.
xUra xUra
hE hE
. .
rARtrIya rARtrIya
vanya vanya
jIva jIva
uxyAna uxyAna
meM meM
GumAne GumA
ke ke
lie lie
30 30
KulI Kula
jipsI jipsI
Ora Ora
15 15
keMtara keMtara
anubaMXiwa anubaMXiwa
hEM hE
. .
30 30
jUna jUna
ke ke
bAxa bAxa
wIna wIna
mAha mAha
ke ke
lie lie
barasAwa barasAwa
ke ke
xOrAna xOrAna
yaha yaha
ilAkA ilAkA
baMxa baMxa
rahawA raha
hE hE
. .
jaMgala jaMgala
meM meM
karIba karIba
35 35
ki.mI. ki.mI.
kA kA
rAswA rAswA
ina yaha
vAhanoM vAhana
xvArA xvArA
wIna wIna
GaMte GaMtA
meM meM
waya waya
kiyA kara
jAwA jA
hE hE
. .
piCale piCalA
panxraha paMxraha
varRoM varRa
se se
isa yaha
kRewra kRewra
meM meM
vAhana vAhana
calA calA
rahe raha
BAnu BAnu
prawApa prawApa
siMha siMha
ne ne
bawAyA bawA
ki ki
paryatakoM paryataka
kI kA
saMKyA saMKyA
niraMwara niranwara
baDZa baDZa
rahI raha
hE hE
, COMMA
lekina lekina
bAGa bAGa
kaBI kaBI
kaBAra kaBAra
hI hI
xiKawA xiKa
hE hE
. .
viBAga viBAga
kI kA
bAGa bAGa
gaNanA gaNanA
meM meM
yahAz yahAz
bIsa bIsa
bAGa bAGa
honA ho
bawAyA bawA
gayA jA
hE hE
lekina lekina
hiraNa hiraNa
, COMMA
cIwala cIwala
, COMMA
sAMBara sAMBara
, COMMA
NULL _
nIlagAya nIlagAya
jyAxA jyAxA
xiKAI xiKA
xewe xe
hEM hE
. .
unhoMne vaha
bawAyA bawA
ki ki
pahale pahale
yahAz yahAz
bAGa bAGa
xiKAne xiKA
ke ke
lie lie
cAra cAra
mArga mArga
We WA
, COMMA
NULL _
aba aba
sAwa sAwa
kara kara
xie xe
gae jA
hEM hE
. .
jaMgala jaMgala
meM meM
vana vana
viBAga viBAga
kI kA
karIba karIba
panxraha paMxraha
cOkiyAz cOkI
hEM hE
. .
vanakarmI vanakarmI
BI BI
KAlI KAlI
hAWa hAWa
meM meM
daMdA daMdA
lie le
gaSwa gaSwa
karawe kara
hEM hE
. .
jaMgala jaMgala
meM meM
Woka Woka
, COMMA
KejadZA KejadZA
, COMMA
wenxU weMxU
, COMMA
bAzsa bAzsa
, COMMA
bera bera
, COMMA
pIpala pIpala
, COMMA
badZa badZa
, COMMA
gUlara gUlara
, COMMA
jAmuna jAmuna
, COMMA
NULL _
kaxama kaxama
Axi Axi
ke kA
pedZa pedZa
bahuwAyawa bahuwAyawa
meM meM
hEM hE
. .
yaha yaha
kRewra kRewra
kAre kAre
jona jona
Ora Ora
baPara baPara
jona jona
meM meM
baztA bazta
hE hE
. .
eka eka
kRewra kRewra
meM meM
vana vana
viBAga viBAga
kI kA
ijAjawa ijAjawa
se se
pedZa pedZa
kAtane kAta
Ora Ora
paSu paSu
carAne carA
kI kA
anumawi anumawi
hE hE
, COMMA
jabaki jabaki
xUsare xUsarA
meM meM
yaha yaha
pUrI pUrA
waraha waraha
niRixXa niRixXa
hE hE
. .
XarawI XarawI
kA kA
svarga svarga
yahAz yahAz
eka eka
waraPa waraPa
barPa barPa
ke kA
suMxara sunxara
gleSiyara gleSiyara
hEM hE
. .
ye yaha
gleSiyara gleSiyara
sAla sAla
meM meM
ATa ATa
mahIne mahInA
barPa barPa
kI kA
suMxara sunxara
cAxara cAxara
se se
Dake Daka
rahawe raha
hEM hE
. .
wo wo
vahIz vahIz
xUsarI xUsarA
waraPa waraPa
suMxara sunxara
vAxiyAz vAxI
hEM hE
jo jo
suMxara sunxara
PUloM PUla
Ora Ora
raMgIna raMgIna
pawwiyoM pawwI
vAle vAlA
pedZoM pedZa
se se
DakI Daka
rahawI raha
hEM hE
. .
yUz yUz
wo wo
Apane Apa
yaSa yaSa
copadZA copadZA
kI kA
PilmoM Pilma
meM meM
isa yaha
KUbasUrawa KUbasUrawa
xeSa xeSa
ke kA
kaI kaI
nayanABirAma nayanABirAma
xqSya xqSya
xeKe xeKa
hoMge ho
. .
jinheM jo
xeKane xeKa
ke ke
bAxa bAxa
ApakA Apa
mana mana
BI BI
ina yaha
KUbasUrawa KUbasUrawa
vAxiyoM vAxI
meM meM
Kone Ko
ko ko
karawA kara
hogA ho
. .
apane apanA
isa yaha
aMka aMka
meM meM
Apa Apa
hamAre hama
sAWa sAWa
sEra sEra
kara kara
sakawe saka
hEM hE
svitjaralEMda svitjaralEMda
kI kA
inhIM yaha
hasIna hasIna
vAxiyoM vAxI
kI kA
. .
KAsa KAsa
AkarRaNa AkarRaNa
- -
iMtaralekana iMtaralekana
osta osta
- -
isa yaha
saPara saPara
kI kA
SurUAwa SurUAwa
karawe kara
hEM hE
iMtaralekana iMtaralekana
osta osta
se se
. .
iMtaralekana iMtaralekana
osta osta
ko ko
bOYlIvuda bOYlIvuda
kI kA
pasaMxIxA pasaMxIxA
jagaha jagaha
kahA kaha
jAwA jA
hE hE
. .
yahAz yahAz
para para
xilavAle xilavAlA
xulhaniyA xulhaniyA
le le
jAegeM jA
se se
lekara lekara
DAI DAI
akRara akRara
prema prema
ke kA
, COMMA
NULL _
juxAI juxAI
, COMMA
hIro hIro
jEsI jEsA
PilmeM Pilma
PilmAIM Pilma
gaIM jA
hEM hE
. .
prAkqwika prAkqwika
suMxarawA suMxarawA
se se
BarapUra BarapUra
isa yaha
Sahara Sahara
meM meM
Apa Apa
svitjaralEMda svitjaralEMda
ke kA
iwihAsa iwihAsa
Ora Ora
varwamAna varwamAna
xonoM xo
se se
mulAkAwa mulAkAwa
kara kara
sakawe saka
hEM hE
. .
yaxi yaxi
Apake Apa
pAsa pAsa
WodZA WodZA
sA sA
vakwa vakwa
Ora Ora
hOsalA hOsalA
ho ho
wo wo
sUryoxaya sUryoxaya
ke ke
samaya samaya
yahAz yahAz
kI kA
pahAdZiyoM pahAdI
para para
cahala cahala
- -
kaxamI kaxamI
karanA kara
behaxa behaxa
suKaxa suKaxa
lagawA laga
hE hE
. .
yaxi yaxi
pExala pExala
nahIM nahIM
jA jA
sakawe saka
wo wo
yahAz yahAz
se se
eka eka
trena trena
sIXI sIXe
pahAdZI pahAdZI
ke ke
Upara Upara
jAwI jA
hE hE
. .
binA binA
cUke cUka
usakA vaha
tikata tikata
le le
lIjie le
. .
Ora Ora
pahAdZI pahAdZa
ke ke
Upara Upara
se se
suMxara sunxara
svitjaralEMda svitjaralEMda
kA kA
najArA najArA
lIjie le
. .
skOYtalEMda skOYtalEMda
KUbasUrawa KUbasUrawa
kAsalsa kAsala
( (
kiloM kilA
) )
kA _
xeSa xeSa
hE hE
. .
EsA EsA
xeSa xeSa
jise jo
iwihAsa iwihAsa
behawarIna behawarIna
yoxXAoM yoxXA
, COMMA
bEgapAipara bEgapAipara
ke kA
anoKe anoKA
saMgIwa saMgIwa
Ora Ora
skarta skarta
pahanane pahana
vAle vAlA
purURoM purURa
ke kA
nAma nAma
se se
jAnawA jAna
hE hE
. .
jiMxAxila jiMxAxila
logoM loga
ke kA
isa yaha
prAMwa prAMwa
kI kA
bAwa bAwa
hI hI
kuCa kuCa
Ora Ora
hE hE
. .
GumakkadZa GumakkadZa
logoM loga
ke ke
lie lie
yaha yaha
svarga svarga
se se
baDZakara baDZa
hE hE
. .
yaxi yaxi
Apa Apa
svacCa svacCa
havA havA
, COMMA
nirmala nirmala
pAnI pAnI
Ora Ora
KUbasUrawa KUbasUrawa
vAxiyoM vAxI
ke kA
murIxa murIxa
hEM hE
wo wo
skOYtalEMda skOYtalEMda
ApakI Apa
maMjila maMjila
hE hE
. .
isa yaha
jagaha jagaha
kI kA
KAsa KAsa
bAwa bAwa
yaha yaha
hE hE
ki ki
yahAz yahAz
ke kA
sEMdI sEMdI
bIca bIca
aBI aBI
waka waka
logoM loga
kI kA
najaroM najara
se se
bace baca
hue ho
hEM hE
. .
isalie isaliye
yahAz yahAz
kI kA
prAkqwika prAkqwika
suMxarawA suMxarawA
ko ko
AXunikawA AXunikawA
kA kA
grahaNa grahaNa
nahIM nahIM
lagA laga
hE hE
. .
isa yaha
bAwa bAwa
ko ko
lekara le
skAtiSa skAtiSa
sarakAra sarakAra
KAsI KAsA
sacewa sacewa
BI BI
hE hE
. .
yahAz yahAz
kI kA
KUbasUrawa KUbasUrawa
vAxiyoM vAxI
ke kA
cappe cappA
- -
cappe cappA
para para
nae nayA
purAne purAnA
kiloM kilA
kA kA
anUTA anUTA
saMgama saMgama
xiKAI xiKA
xewA xe
hE hE
. .
lekina lekina
prakqwi prakqwi
BI BI
isa yaha
jagaha jagaha
para para
kama kama
meharabAna meharabAna
nahIM nahIM
hE hE
. .
yaxi yaxi
Apa Apa
BIdZa BIdZa
- -
BAdZa BAdZa
se se
xUra xUra
eMkAwa eMkAwa
meM meM
prakqwi prakqwi
kI kA
anupama anupama
CatA CatA
ko ko
nihAranA nihAra
cAhawe cAha
hEM hE
wo wo
skOYtalEMda skOYtalEMda
ke ke
pAsa pAsa
Apako Apa
xene xe
ke ke
lie lie
kAPI kAPI
kuCa kuCa
hE hE
. .
yUz yUz
wo wo
skOYtalEMda skOYtalEMda
yUnAiteda yUnAiteda
kiMgadama kiMgadama
ke ke
aXIna aXIna
eka eka
rAjya rAjya
hE hE
. .
lekina lekina
yahAz yahAz
kA kA
apanA apanA
maMwrImaMdala maMwrImaMdala
hE hE
. .
Ora Ora
wo wo
Ora Ora
yahAz yahAz
kI kA
muxrA muxrA
kA kA
raMga raMga
Ora Ora
usa vaha
para para
bane bana
ciwra ciwra
BI BI
laMxana laMxana
ke kA
pOMda pOMda
se se
kuCa kuCa
alaga alaga
hE hE
. .
lekina lekina
unakI vaha
mAnyawA mAnyawA
Ora Ora
mUlya mUlya
xonoM xo
hI hI
pOMda pOMda
ke ke
samAna samAna
hEM hE
. .
yahAz yahAz
GUmane GUma
Ora Ora
logoM loga
se se
bAwa bAwa
karane kara
para para
pawA pawA
calawA cala
hE hE
ki ki
yahAz yahAz
ke kA
loga loga
iMglEMda iMglEMda
sarakAra sarakAra
se se
WodZe WodZA
se sA
KaPA KaPA
rahawe raha
hEM hE
. .
viSva viSva
prasixXa prasixXa
kavi kavi
rAbarta rAbarta
barna barna
kI kA
janmasWalI janmasWalI
glAsago glAsago
, COMMA
skOYtalEMda skOYtalEMda
kI kA
rAjaXAnI rAjaXAnI
NULL _
. .
KUbasUrawa KUbasUrawa
kAsaloM kAsala
ke kA
isa yaha
Sahara Sahara
meM meM
behaxa behaxa
KUbasUrawa KUbasUrawa
grAsa grAsa
korta korta
hEM hE
. .
jinheM jo
xuniyA xuniyA
ke kA
behawarIna behawarIna
golPa golPa
mExAnoM mExAna
meM meM
baxalA baxala
gayA jA
hE hE
. .
golPa golPa
premiyoM premI
ke ke
lie lie
jannawa jannawa
kahalAne kahalA
vAle vAlA
glAsago glAsago
meM meM
xuniyA xuniyA
ke kA
behawarIna behawarIna
40 40
golPa golPa
korta korta
hEM hE
. .
yahAz yahAz
golPa golPa
KilAyA KilA
hI hI
nahIM nahIM
jAwA jA
balki balki
siKAyA siKA
BI BI
jAwA jA
hE hE
. .
yaxi yaxi
Apa Apa
BI BI
saPexa saPexa
geMxa geMxa
Ora Ora
stika stika
para para
hAWa hAWa
AjamAnA AjamA
cAhawe cAha
hEM hE
wo wo
glAsago glAsago
kA kA
cakkara cakkara
jarUra jarUra
lagAiegA lagA
. .
kalA kalA
Ora Ora
PESana PESana
kA kA
anUTA anUTA
saMgama saMgama
- -
perisa perisa
myUjiyama myUjiyama
dI dI
lavIsa lavIsa
- -
vEse vEsA
wo wo
perisa perisa
myUjiyamoM myUjiyama
kI kA
BI BI
rAjaXAnI rAjaXAnI
hE hE
. .
lekina lekina
myUjiyama myUjiyama
dI dI
lavIsa lavIsa
inameM yaha
nAyAba nAyAba
hE hE
. .
pahale pahalA
pahala pahala
yaha yaha
eka eka
PreMca PreMca
mahala mahala
WA WA
jise jo
bAxa bAxa
meM meM
myUjiyama myUjiyama
kA kA
rUpa rUpa
xe xe
xiyA xe
gayA jA
WA WA
. .
isa yaha
myUjiyama myUjiyama
meM meM
Apa Apa
monAlisA monAlisA
kI kA
peMtiga peMtiga
, COMMA
viktrI viktrI
OYPa OYPa
semoWaresa semoWaresa
, COMMA
misra misra
ke kA
pirAmida pirAmida
kI kA
xurlaBa xurlaBa
vaswuoM vaswu
, COMMA
vInasa vInasa
ke kA
stecyU stecyU
se se
lekara le
kaI kaI
viSvaprasixXa viSvaprasixXa
kalAkqwiyoM kalAkqwi
ko ko
nihAra nihAra
sakawe saka
hEM hE
. .
yahAz yahAz
kI kA
wIna wIna
muKya muKya
xIrGAoM xIrGA
meM meM
miswra miswra
, COMMA
grIka grIka
va va
romana romana
kalAoM kalA
ke kA
behawarIna behawarIna
namUne namUnA
raKe raKa
hEM hE
. .
yaha yaha
saMgrahAlaya saMgrahAlaya
iwanA iwanA
viSAla viSAla
Ora Ora
KUbasUrawa KUbasUrawa
hE hE
ki ki
ise yaha
nihArane nihAra
ke ke
lie lie
eka eka
xina xina
kama kama
lagegA laga
. .
perisa perisa
kI kA
jIvana jIvana
reKA reKA
kahalAne kahalA
vAlI vAlA
sena sena
naxI naxI
pUre pUrA
perisa perisa
meM meM
iTalAwI iTalA
- -
balaKAwI balaKA
najara najara
AwI A
hE hE
. .
isa yaha
naxI naxI
para para
purAwana purAwana
kAla kAla
ke kA
cinhoM cinha
ke ke
rUpa rUpa
meM meM
36 36
behaxa behaxa
KUbasUrawa KUbasUrawa
pula pula
bane bana
hue ho
hEM hE
. .
puloM pula
para para
kI kara
gaI jA
kArIgarI kArIgarI
xeKawe xeKa
hI hI
banawI bana
hE hE
. .
yaxi yaxi
Apa Apa
perisa perisa
GUmane GUma
jAeM jA
wo wo
sena sena
naxI naxI
meM meM
botiMga botiMga
karane kara
kA kA
luwPa luwPa
jarUra jarUra
uTAiegA uTA
. .
yahAz yahAz
botiMga botiMga
karawe kara
hue ho
Apa Apa
prakqwi prakqwi
ke kA
suMxara sunxara
najAroM najArA
ke ke
sAWa sAWa
- -
sAWa sAWa
perisa perisa
ke kA
awIwa awIwa
se se
BI BI
sAkRAwkAra sAkRAwkAra
kara kara
sakawe saka
hEM hE
. .
isake yaha
sAWa sAWa
hI hI
sena sena
naxI naxI
ke kA
kinAroM kinArA
para para
cahalakaxamI cahalakaxamI
karawe kara
hue ho
PreMca PreMca
jIvana jIvana
se se
rUbarU rUbarU
honA ho
behaxa behaxa
suMxara sunxara
anuBava anuBava
hE hE
. .
kalApremiyoM kalApremI
ke kA
isa yaha
svarga svarga
meM meM
baccoM baccA
ke ke
lie lie
hasIna hasIna
wohaPA wohaPA
hE hE
dijanIlEMda dijanIlEMda
. .
jahAz jahAz
Akara A
lagawA laga
hE hE
ki ki
sapane sapanA
sAkAra sAkAra
ho ho
gae jA
hEM hE
. .
pariyoM parI
ke kA
KUbasUrawa KUbasUrawa
mahaloM mahala
se se
lekara le
sajIva sajIva
kArtUna kArtUna
kErektara kErektara
Ora Ora
DZera Dera
sArI sArA
Pana Pana
pEkda pEkda
rAida rAida
NULL _
. .
lekina lekina
jannawa jannawa
kI kA
sEra sEra
meM meM
iwanA iwanA
hI hI
nahIM nahIM
NULL _
. .
yahAz yahAz
maje majA
ke ke
sAWa sAWa
- -
sAWa sAWa
Apake Apa
baccoM baccA
kA kA
KAsA KAsA
jFAna jFAna
varXana varXana
BI BI
howA ho
hE hE
. .
yahAz yahAz
eka eka
waraPa waraPa
ve vaha
vAlta vAlta
dijanI dijanI
ke kA
SurUAwI SurUAwI
xOra xOra
Ora Ora
mikI mikI
mAUsa mAUsa
ke ke
prawi prawi
unake vaha
junUna junUna
ko ko
samaJa samaJa
sakawe saka
hEM hE
. .
vahIM vahIM
xUsarI xUsarA
ora ora
ve vaha
Pilma Pilma
nirmANa nirmANa
kI kA
bArIkiyoM bArIkI
se se
BI BI
rUbarU rUbarU
howe ho
hEM hE
. .
KUbasUrawa KUbasUrawa
bildiMgoM bildiMga
se se
sajA saja
AXunika AXunika
Sahara Sahara
camacamAwI camacamA
roSanI roSanI
.... ....
sAPa sAPa
- -
suWarI suWarA
sadZaka sadZaka
... ...
weja weja
jiMxagI jiMxagI
Ora Ora
eka eka
BUkampa BUkampa
se se
KUbasUrawa KUbasUrawa
Sahara Sahara
kA kA
ekAeka ekAeka
KAka KAka
ho ho
jAnA jA
yaha yaha
maMjara maMjara
socakara soca
hI hI
BayAvaha BayAvaha
lagawA laga
hE hE
, COMMA
lekina lekina
amerikA amerikA
ke kA
PloridA PloridA
prAMwa prAMwa
ke kA
nAgarikoM nAgarika
ke ke
lie lie
yaha yaha
koI koI
naI nayA
bAwa bAwa
nahIM nahIM
hE hE
. .
apanI apanA
jIvatawA jIvatawA
ke ke
kAraNa kAraNa
ve vaha
hara hara
wUPAna wUPAna
ke ke
bAxa bAxa
Sahara Sahara
kI kA
baxaSak‍la baxaSak
ho ho
cukI cuka
Sakla Sakla
ko ko
pahale pahale
se se
jyAxA jyAxA
suMxara sunxara
banA bana
xewe xe
hEM hE
. .
Aja Aja
hama hama
ApakI Apa
mulAkAwa mulAkAwa
karA kara
rahe raha
hEM hE
, COMMA
PloridA PloridA
kI kA
KAsa KAsa
paryatana paryatana
nagariyA nagariyA
oralEMdo oralEMdo
se se
. .
oralEMdoM oralEMdoM
kI kA
AbAxI AbAxI
mAwra mAwra
xo xo
lAKa lAKa
hE hE
, COMMA
lekina lekina
yahAz yahAz
hara hara
sAla sAla
lagaBaga lagaBaga
pAzca pAzca
karodZa karoda
paryataka paryataka
Awe A
hEM hE
. .
paryatakoM paryataka
kI kA
KAsI KAsA
AvAjAhI AvAjAhI
ne ne
isa yaha
upanagara upanagara
ko ko
mahAnagara mahAnagara
jEsA jEsA
rUpa rUpa
xe xe
xiyA xe
hE hE
. .
hotaloM hotala
kI kA
xqRti xqRti
se se
yaha yaha
amerikA amerikA
kA kA
xUsarA xUsarA
badZA badZA
Sahara Sahara
hE hE
. .
oralEMdoM oralEMdoM
ko ko
pOYpa pOYpa
myUjika myUjika
kI kA
rAjaXAnI rAjaXAnI
BI BI
mAnA mAna
jAwA jA
hE hE
. .
yahAz yahAz
kA kA
rOYka rOYka
myUjika myUjika
kAPI kAPI
lokapriya lokapriya
hE hE
. .
rAwa rAwa
kA kA
suramaI suramaI
azXerA azXerA
CAwe CA
hI hI
yahAz yahAz
ke kA
paba paba
Ora Ora
diskoWeka diskoWeka
roSana roSana
ho ho
jAwe jA
hEM hE
. .
yahAz yahAz
ke kA
lAiva lAiva
rOYka rOYka
bEMda bEMda
isa yaha
mAhOla mAhOla
meM meM
cAra cAra
cAzxa cAzxa
lagA lagA
xewe xe
hEM hE
. .
AkarRaNa AkarRaNa
- -
vaMdara vaMdara
vark‍sa varka
- -
PloridA PloridA
meM meM
bAra bAra
- -
bAra bAra
wUPAna wUPAna
Awe A
hEM hE
. .
ina yaha
wUPAnoM wUPAna
se se
preraNA preraNA
lekara le
oralEMdoMvAsiyoM oralEMdoMvAsI
ne ne
eka eka
anUTe anUTA
Bavana Bavana
kA kA
nirmANa nirmANa
karavAyA kara
hE hE
Ora Ora
use vaha
nAma nAma
xiyA xe
hE hE
- -
vandara vandara
vark‍sa varka
. .
yahAz yahAz
ke kA
iMtaraneSanala iMtaraneSanala
drAiva drAiva
mArga mArga
para para
banI bana
yaha yaha
imArawa imArawa
saBI saba
kA kA
XyAna XyAna
KIMcawI KIMca
hE hE
. .
bildiMga bildiMga
ko ko
xeKawe xeKa
hI hI
mahasUsa mahasUsa
ho ho
jAwA jA
hE hE
ki ki
ise yaha
yaha yaha
nAma nAma
kyoM kyoM
xiyA xe
gayA jA
? ?
bildiMga bildiMga
ko ko
pUrI pUrA
waraha waraha
ultA ultA
banAyA banA
gayA jA
hE hE
. .
isakI yaha
Cawa Cawa
nIce nIce
NULL _
Ora Ora
nIMva nIMva
Upara Upara
hE hE
. .
ise yaha
eka eka
najara najara
xeKane xeKa
ke ke
bAxa bAxa
mahasUsa mahasUsa
howA ho
hE hE
ki ki
weja weja
wUPAna wUPAna
ne ne
ise yaha
jadZa jadZa
se se
uKadZe uKada
pedZa pedZa
kI kA
waraha waraha
uKAdZa uKAda
PeMkA PeMka
hE hE
. .
Apa Apa
isa yaha
bildiMga bildiMga
ke kA
bAharI bAharI
svarUpa svarUpa
ko ko
xeKakara xeKa
hI hI
TiTaka TiTaka
jAezge jA
, COMMA
lekina lekina
jarA jarA
aMxara aMxara
jAie jA
janAba janAba
. .
bildiMga bildiMga
ke ke
aMxara aMxara
Apake Apa
lie lie
kAPI kAPI
kuCa kuCa
hE hE
. .
kampyUtara kampyUtara
ke kA
isa yaha
yuga yuga
meM meM
yahAz yahAz
hara hara
cIja cIja
wakanIka wakanIka
se se
sajI saja
hE hE
. .
yahAz yahAz
eka eka
KAsa KAsa
kamare kamarA
meM meM
Apa Apa
BUMkapa BUMkapa
yA yA
wUPAna wUPAna
ke ke
samaya samaya
hone ho
vAle vAlA
kaMpana kaMpana
ko ko
mahasUsa mahasUsa
kara kara
sakawe saka
hEM hE
. .
baccoM baccA
ke ke
lie lie
yahAz yahAz
KAsI KAsA
manoraMjaka manoraMjaka
cIjoM cIja
kA kA
BaMdAra BaMdAra
hE hE
. .
wUPAnoM wUPAna
ke ke
bIca bIca
WIma WIma
pArka pArka
kI kA
suMxara sunxara
xuniyA xuniyA
nAsA nAsA
kA kA
kEnedI kEnedI
spesa spesa
seMtara seMtaraH
- -
oralEMdo oralEMdo
se se
mAwra mAwra
70 70
kilomItara kilomItara
kI kA
xUrI xUrI
para para
sWiwa sWiwa
hE hE
, COMMA
nAsA nAsA
kA kA
viSva viSva
prasixXa prasixXa
kEnedI kEnedI
spesa spesa
seMtara seMtara
. .
Apa Apa
kuCa kuCa
AvaSyaka AvaSyaka
ijAjawa ijAjawa
lekara le
vijFAna vijFAna
kI kA
isa yaha
xuniyA xuniyA
ko ko
jAna jAna
samaJa samaJa
sakawe saka
hEM hE
. .
PAyara PAyara
vark‍sa varka
de de
- -
oralEMdo oralEMdo
meM meM
nyUIyara nyUIyara
Iva Iva
Ora Ora
svawaMwrawA svawanwrawA
xivasa xivasa
ke kA
xina xina
KAsawOra KAsawOra
para para
PAyara PAyara
vark‍sa varka
de de
manAyA manA
jAwA jA
hE hE
. .
isa yaha
xina xina
oralEMdovAsI oralEMdovAsI
xIvAlI xIvAlI
kI kA
waraha waraha
roSana roSana
rAwa rAwa
kA kA
jaSna jaSna
manAwe manA
hEM hE
. .
sarakAra sarakAra
kI kA
waraPa waraPa
se se
KAsa KAsa
Ayojana Ayojana
kie kara
jAwe jA
hEM hE
, COMMA
jinheM jo
xeKane xeKa
xUra xUra
- -
xUra xUra
se se
loga loga
Awe A
hEM hE
. .
kaba kaba
jAez jA
- -
oralEMdo oralEMdo
jAne jA
ke ke
lie lie
julAI julAI
- -
agaswa agaswa
kA kA
mOsama mOsama
sabase sabase
acCA acCA
hE hE
. .
samara samara
yahAz yahAz
kA kA
pIka pIka
mOsama mOsama
hE hE
. .
isa yaha
samaya samaya
paryatakoM paryataka
kI kA
BIdZa BIdZa
isa yaha
